,ID,First_author,Published,Title,Journal,Species
1935,2079,"Wang, LS",2003,[Huperzine A attenuates cognitive deficits and brain injury after hypoxia-ischemic brain damage in neonatal rats]. [Chinese],,
1936,2080,"Wang, Q",2000,Potentiation of brain acetylcholine neurons by Kami-Untan-To (KUT) in aged mice: implications for a possible antidementia drug.,339,Mouse
1937,2081,"Wang, T",2018,"Multimodal Rehabilitation Program Promotes Motor Function Recovery of Rats After Ischemic Stroke by Upregulating Expressions of GAP-43, SYN, HSP70, and C-MYC.",275,Rat
1938,2082,"Wang, T",2000,Distribution of parathyroid hormone-2 receptor-like immunoreactivity and messenger RNA in the rat nervous system.,11,Rat
1939,2083,"Wang, WW",2004,"Differential expression of NMDA and AMPA receptor subunits in DARPP-32-containing neurons of the cerebral cortex, hippocampus and neostriatum of rats.",21,Rat
1940,2084,"Wang, X",2009,"[Neuron apoptosis induced by 3,4-methylenedioxy methamphetamine and expression of apoptosis-related factors in rat brain]. [Chinese]",,
1941,2085,"Warden, MK",2008,Nigrostriatal neurons in rat express the glial cell line-derived neurotrophic factor receptor subunit c-RET.,146,Rat
1942,2086,"Waselus, M",2006,Differential projections of dorsal raphe nucleus neurons to the lateral septum and striatum.,14,Rat
1943,2087,"Watson, JB",1992,Localization of the protein kinase C phosphorylation/calmodulin-binding substrate RC3 in dendritic spines of neostriatal neurons.,6,Rat
1944,2088,"Wayman, WN",2012,Enduring cortical alterations after a single in-vivo treatment of HIV-1 Tat.,142,Rat
1945,2089,"Weber, YG",2006,Immunohistochemical analysis of KCNQ2 potassium channels in adult and developing mouse brain.,21,Mouse
1946,2090,"Wedzony, K",2000,Cortical localization of dopamine D4 receptors in the rat brain--immunocytochemical study.,340,Rat
1947,2091,"Wei, H",2001,Lithium suppresses excitotoxicity-induced striatal lesions in a rat model of Huntington's disease.,11,Rat
1948,2092,"Weiser, M",1994,Differential expression of Shaw-related K+ channels in the rat central nervous system.,7,Rat
1949,2093,"Wells, J",1988,Cell-sized microspheres in the hippocampus show cleavage planes and passive displacement.,30,Rat
1950,2094,"West, MJ",1996,Estimation of the number of somatostatin neurons in the striatum: an in situ hybridization study using the optical fractionator method.,12,Rat
1951,2095,"Westerlund, M",2008,Expression of multi-drug resistance 1 mRNA in human and rodent tissues: reduced levels in Parkinson patients.,108,Rat
1952,2096,"White, E",2011,"Evaluation and optimization of the administration of recombinant adeno-associated viral vectors (serotypes 2/1, 2/2, 2/rh8, 2/9, and 2/rh10) by convection-enhanced delivery to the striatum.",81,Rat
1953,2097,"Widmer, HR",1994,Neurotrophin-4/5 promotes survival and differentiation of rat striatal neurons developing in culture.,2,Rat
1954,2098,"Williams, RG",1983,Immunohistochemical studies of FMRF-amide-like immunoreactivity in rat brain.,21,Rat
1955,2099,"Williamson, MR",2017,Evidence for Decreased Brain Parenchymal Volume After Large Intracerebral Hemorrhages: a Potential Mechanism Limiting Intracranial Pressure Rises.,126,Rat
1956,2100,"Wilson, CJ",1983,Three-dimensional structure of dendritic spines in the rat neostriatum.,7,Rat
1957,2101,"Winkler, C",2006,Continuous exposure to glial cell line-derived neurotrophic factor to mature dopaminergic transplants impairs the graft's ability to improve spontaneous motor behavior in parkinsonian rats.,11,Rat
1958,2102,"Wouterlood, FG",2012,Density gradients of vesicular glutamate- and GABA transporter-immunoreactive boutons in calbindinand mu-opioid receptor-defined compartments in the rat striatum.,12,Rat
1959,2103,"Wu, SK",2017,Pulsed-wave low-dose ultrasound hyperthermia selectively enhances nanodrug delivery and improves antitumor efficacy for brain metastasis of breast cancer.,341,Mouse
1960,2104,"Wu, Y",2010,"Increased expression of erythropoietin receptor in 1-methyl-4-phenyl-1, 2, 3, 6-tetrahydropyridine-induced Parkinsonian model.",101,Mouse
1961,2105,"Xiong, M",2011,Post-ischemic hypothermia promotes generation of neural cells and reduces apoptosis by Bcl-2 in the striatum of neonatal rat brain.,86,Rat
1962,2106,"Xu, L",2007,Temporal and spatial expression of preprotachykinin A mRNA in the developing filial mice brain after maternal administration of monosodium glutamate at a late stage of pregnancy.,11,Mouse
1963,2107,"Xu, ZC",1992,Morphology of intracellularly stained spiny neurons in rat striatal grafts.,11,Rat
1964,2108,"Xu, ZQ",1997,Expression of galanin and nitric oxide synthase in subpopulations of serotonin neurons of the rat dorsal raphe nucleus.,14,Rat
1965,2109,"Yalcin-Cakmakli, G",2018,Striatal Cholinergic Interneurons in a Knock-in Mouse Model of L-DOPA-Responsive Dystonia.,227,Mouse
1966,2110,"Yamada, K",1998,Changes in NMDA receptor/nitric oxide signaling pathway in the brain with aging. [Review] [75 refs],10,
1967,2111,"Yamada, K",1996,Reduction in the number of NADPH-diaphorase-positive cells in the cerebral cortex and striatum in aged rats.,122,Rat
1968,2112,"Yamada, K",1995,Striatal cells containing the Ca(2+)-binding protein calretinin (protein 10) in ischemia-induced neuronal injury.,63,Rat
1969,2113,"Yamada, M",2004,Vigorous neuronal differentiation of amplified and grafted basic fibroblast growth factor-responsive neurospheres derived from neuroepithelial stem cells.,88,Rat
1970,2114,"Yamamoto, T",2016,Role of the NMDA receptor GluN2D subunit in the expression of ketamine-induced behavioral sensitization and region-specific activation of neuronal nitric oxide synthase.,8,Mouse
1971,2115,"Yamasaki, Y",1995,Interleukin-1 as a pathogenetic mediator of ischemic brain damage in rats.,269,Rat
1972,2116,"Yamashita, T",2016,Recent Progress in Therapeutic Strategies for Ischemic Stroke. [Review],88,
1973,2117,"Yamauchi, T",2015,Therapeutic effects of human multilineage-differentiating stress enduring (MUSE) cell transplantation into infarct brain of mice.,13,Mouse
1974,2118,"Yanamoto, H",2005,"Induced spreading depression activates persistent neurogenesis in the subventricular zone, generating cells with markers for divided and early committed neurons in the caudate putamen and cortex.",269,Rat
1975,2119,"Yang, HK",2004,Distribution of doublecortin expressing cells near the lateral ventricles in the adult mouse brain.,26,Mouse
1976,2120,"Yang, J",2013,[Apoptosis in adult mouse brain after chronic poisoning of ketamine]. [Chinese],,Mouse
1977,2121,"Yang, SZ",2003,Distribution of Flk-1 and Flt-1 receptors in neonatal and adult rat brains.,146,Rat
1978,2122,"Yang, ZJ",2005,Electroacupuncture enhances striatal neurogenesis in adult rat brains after a transient cerebral middle artery occlusion.,342,Rat
1979,2123,"Yano, S",2005,Do bone marrow stromal cells proliferate after transplantation into mice cerebral infarct?--a double labeling study.,21,Mouse
1980,2124,"Yao, C",2005,Down-regulation of the sodium channel Na(v)1.1 alpha-subunit following focal ischemic brain injury in rats: in situ hybridization and immunohistochemical analysis.,263,Rat
1981,2125,"Yao, RQ",2009,Cornel iridoid glycoside promotes neurogenesis and angiogenesis and improves neurological function after focal cerebral ischemia in rats.,30,Rat
1982,2126,"Yasuhara, T",2006,Transplantation of human neural stem cells exerts neuroprotection in a rat model of Parkinson's disease.,7,Rat
1983,2127,"Yelnik, J",1991,Morphological taxonomy of the neurons of the primate striatum.,12,Monkey
1984,2128,"Yin, SM",2014,Neuroprotection by scorpion venom heat resistant peptide in 6-hydroxydopamine rat model of early-stage Parkinson's disease.,343,Rat
1985,2129,"Ying, G",2009,The protocadherin gene Celsr3 is required for interneuron migration in the mouse forebrain.,288,Mouse
1986,2130,"Yokoyama, CT",1995,Biochemical properties and subcellular distribution of the neuronal class E calcium channel alpha 1 subunit.,7,Rat
1987,2131,"Yoo, JH",2005,Reduced nNOS expression induced by repeated nicotine treatment in mu-opioid receptor knockout mice.,8,Mouse
1988,2132,"Yoshikawa, G",2010,Induction of striatal neurogenesis and generation of region-specific functional mature neurons after ischemia by growth factors. Laboratory investigation.,137,Rat
1989,2133,"Yoshikawa, M",2007,The serine racemase mRNA is predominantly expressed in rat brain neurons.,344,Rat
1990,2134,"Yoshimi, K",2002,IgG-immunostaining in the intact rabbit brain: variable but significant staining of hippocampal and cerebellar neurons with anti-IgG.,21,Rat
1991,2135,"Yoshino, H",1997,Postischemic accumulation of lipid peroxidation products in the rat brain: immunohistochemical detection of 4-hydroxy-2-nonenal modified proteins.,21,Rat
1992,2136,"Yu, B",2017,Tetramethylpyrazine phosphate and borneol combination therapy synergistically attenuated ischemia-reperfusion injury of the hypothalamus and striatum via regulation of apoptosis and autophagy in a rat model.,345,Rat
1993,2137,"Yu, LH",2013,[Therapeutic effect of a natural squamosamide derivative FLZ on Parkinson's disease model mice induced by LPS plus MPTP]. [Chinese],,
1994,2138,"Yu, ZX",2002,Huntingtin inclusions do not deplete polyglutamine-containing transcription factors in HD mice.,139,Mouse
1995,2139,"Yurek, DM",1999,GDNF partially protects grafted fetal dopaminergic neurons against 6-hydroxydopamine neurotoxicity.,21,Rat
1996,2140,Yusta-Boyo. MJ,2004,Absence of hematopoiesis from transplanted olfactory bulb neural stem cells.,2,Mouse
1997,2141,"Zachrisson, O",1995,Limbic effects of repeated electroconvulsive stimulation on neuropeptide Y and somatostatin mRNA expression in the rat brain.,21,Rat
1998,2142,"Zachrisson, O",1998,"A tachykinin NK1 receptor antagonist, CP-122,721-1, attenuates kainic acid-induced seizure activity.",21,Rat
1999,2143,"Zahm, DS",1998,Desensitization and enhancement of neurotensin/neuromedin N mRNA responses in subsets of rat caudate-putamen neurons following multiple administrations of haloperidol.,21,Rat
2000,2144,"Zahm, DS",1996,Temporal dissociation of neurotensin/neuromedin N mRNA expression in topographically separate subsets of rat striatal neurons following administration of haloperidol.,21,Rat
2001,2145,"Zarco, N",2013,Growth arrest specific 1 (GAS1) is abundantly expressed in the adult mouse central nervous system.,90,Mouse
2002,2146,"Zemlan, FP",2003,Quantification and localization of kainic acid-induced neurotoxicity employing a new biomarker of cell death: cleaved microtubule-associated protein-tau (C-tau).,11,Rat
2003,2147,"Zeng, J",2000,Expression of zinc-positive cells and terminals in fetal neocortical homografts to adult rat depends on lesion type and rearing conditions.,18,Rat
2004,2148,"Zeng, SL",2006,[Experimental research on immunological rejection in neural stem cells allograft]. [Chinese],,
2005,2149,"Zhang, J",2018,Maternal immune activation altered microglial immunoreactivity in the brain of postnatal day 2 rat offspring.,5,Rat
2006,2150,"Zhang, JH",1991,Distribution of GABAA-receptor alpha 1 subunit gene expression in the rat forebrain.,21,Rat
2007,2151,"Zhang, L",2017,Cocaine-induced synaptic structural modification is differentially regulated by dopamine D1 and D3 receptors-mediated signaling pathways.,199,
2008,2152,"Zhang, L",2015,Long-term tracing of the BrdU label-retaining cells in adult rat brain.,8,Rat
2009,2153,"Zhang, L",2008,Semi-quantitative analysis of alpha-synuclein in subcellular pools of rat brain neurons: an immunogold electron microscopic study using a C-terminal specific monoclonal antibody.,21,Rat
2010,2154,"Zhang, L",2006,Rats subjected to extended L-tryptophan restriction during early postnatal stage exhibit anxious-depressive features and structural changes.,71,Rat
2011,2155,"Zhang, Y",2013,Improvement in functional recovery with administration of Cerebrolysin after experimental closed head injury.,137,Rat
2012,2156,"Zhang, ZG",1994,"Upregulation of neuronal nitric oxide synthase and mRNA, and selective sparing of nitric oxide synthase-containing neurons after focal cerebral ischemia in rat.",21,Rat
2013,2157,"Zhao, P",1997,Behavior and activities in the central nervous system after activation of L-type calcium channels in mice.,346,Mouse
2014,2158,"Zhong, J",2013,In vivo intracellular oxygen dynamics in murine brain glioma and immunotherapeutic response of cytotoxic T cells observed by fluorine-19 magnetic resonance imaging.,13,Mouse
2015,2159,"Zhou, FC",1989,Neuronal and glial elements of fetal neostriatal grafts in the adult neostriatum.,11,Rat
2016,2160,"Zhou, L",2014,Cell apoptosis and proliferation in rat brains after intracerebral hemorrhage: role of Wnt/beta-catenin signaling pathway.,347,Rat
2017,2161,"Zhou, L",2004,Neurokinin B-producing projection neurons in the lateral stripe of the striatum and cell clusters of the accumbens nucleus in the rat.,12,Rat
2018,2162,"Zhu, C",2004,Nitrosylation precedes caspase-3 activation and translocation of apoptosis-inducing factor in neonatal rat cerebral hypoxia-ischaemia.,46,Rat
2019,2163,"Zhuravin, IA",2007,Formation of the structural and ultrastructural organization of the striatum in early postnatal ontogenesis of rats in altered conditions of embryonic development.,327,Rat
2020,2164,"Zhuravin, IA",2005,[Formation of striatum structural and ultrastructural organization in the early postnatal ontogenesis of rats subjected to altered conditions of their embryonic development]. [Russian],,
2021,2165,"Zimmer, J",2000,Excitatory amino acid neurotoxicity and modulation of glutamate receptor expression in organotypic brain slice cultures.,134,
2022,2166,"Zoli, M",1993,Increases in sulphated glycoprotein-2 mRNA levels in the rat brain after transient forebrain ischemia or partial mesodiencephalic hemitransection.,21,Rat
