"ID";"First_author";"Published";"Title";"Journal";"Species"
1935;"Schiffmann, SN";1992,00;"Ontogeny of gene expression of adenosine A2 receptor in the striatum: early localization in the patch compartment.";12;"Rat"
1936;"Schiffmann, SN";1992,00;"Lesion of the nigrostriatal pathway induces cholecystokinin messenger RNA expression in the rat striatum. An in situ hybridization histochemistry study.";11;"Rat"
1937;"Schlingensiepen, KH";1991,00;"High basal expression of the zif/268 immediate early gene in cortical layers IV and VI, in CA1 and in the corpus striatum--an in situ hybridization study.";8;"Rat"
1938;"Schlosser, B";1999,00;"Postnatal development of calretinin- and parvalbumin-positive interneurons in the rat neostriatum: an immunohistochemical study.";12;"Rat"
1939;"Schmued, LC";1989,00;"Neurons containing retrogradely transported Fluoro-Gold exhibit a variety of lysosomal profiles: a combined brightfield, fluorescence, and electron microscopic study.";24;"Rat"
1940;"Scott, L";2006,00;"Allosteric changes of the NMDA receptor trap diffusible dopamine 1 receptors in spines.";6;"Rat"
1941;"Sedaghat, K";2008,00;"Leucine-rich repeat-containing G-protein-coupled receptor 8 in the rat brain: Enrichment in thalamic neurons and their efferent projections.";11;"Rat"
1942;"See, RE";1992,00;"Comparison of chronic intermittent haloperidol and raclopride effects on striatal dopamine release and synaptic ultrastructure in rats.";5;"Rat"
1943;"Seidel, B";1995,00;"Spatial and sub-cellular localization of the membrane cytoskeleton-associated protein alpha-adducin in the rat brain.";21;"Rat"
1944;"Sekler, I";2002,00;"Distribution of the zinc transporter ZnT-1 in comparison with chelatable zinc in the mouse brain.";12;"Mouse"
1945;"Seo, JH";2016,00;"In Situ Pluripotency Factor Expression Promotes Functional Recovery From Cerebral Ischemia.";261;"Mouse"
1946;"Seroogy, KB";1993,00;"Cellular localization of transforming growth factor-alpha mRNA in rat forebrain.";46;"Rat"
1947;"Seroogy, KB";1985,00;"Few cortical cholecystokinin immunoreactive neurons have long projections.";25;"Rat"
1948;"Shafit-Zagardo, B";1988,00;"Rapid increases in glial fibrillary acidic protein mRNA and protein levels in the copper-deficient, brindled mouse.";46;"Mouse"
1949;"Shao, Y";1992,00;"Expression of adrenergic receptors in individual astrocytes and motor neurons isolated from the adult rat brain.";33;"Rat"
1950;"Sharpe, NA";1998,00;"Postnatal development of excitatory synaptic input to the rat neostriatum: an electron microscopic study.";11;"Rat"
1951;"Shaughnessy, LW";1994,00;"Comparison of intracranial infusions of colchicine and ibotenic acid as models of neurodegeneration in the basal forebrain.";21;"Rat"
1952;"Sheldon, RA";2001,00;"Delayed cell death in neonatal mouse hippocampus from hypoxia-ischemia is neither apoptotic nor necrotic.";8;"Mouse"
1953;"Shen, P";1994,00;"Isolation and characterization of a zebra finch aromatase cDNA: in situ hybridization reveals high aromatase expression in brain.";21;"Bird"
1954;"Shenaq, M";2012,00;"Neuronal damage and functional deficits are ameliorated by inhibition of aquaporin and HIF1alpha after traumatic brain injury (TBI).";72;"Rat"
1955;"Shetty, AK";1991,00;"Adrenal medullary autografts in anterior eye chamber, lateral ventricle and striatum of adult rats: a long term study.";157;"Rat"
1956;"Shimazaki, T";1999,00;"A role for the POU-III transcription factor Brn-4 in the regulation of striatal neuron precursor differentiation.";329;"Mouse"
1957;"Shu, SY";2002,00;"A new area in the human brain associated with learning and memory: immunohistochemical and functional MRI analysis.";330;"Human"
1958;"Shults, CW";1984,00;"A comparison of the anatomical distribution of substance P and substance P receptors in the rat central nervous system. [Review] [77 refs]";73;"Rat"
1959;"Sidman, RL";2007,00;"Injection of mouse and human neural stem cells into neonatal Niemann-Pick A model mice.";21;"Mouse"
1960;"Sin, M";2005,00;"Preferential expression of an AAV-2 construct in NOS-positive interneurons following intrastriatal injection.";21;"Rat"
1961;"Sirinathsinghji, DJ";1991,00;"Increased proenkephalin mRNA levels in the rat neostriatum following lesion of the ipsilateral nigrostriatal dopamine pathway with 1-methyl-4-phenylpyridinium ion (MPP+): reversal by embryonic nigral dopamine grafts.";21;"Rat"
1962;"Sirinathsinghji, DJ";1994,00;"Localization of the mRNAs for the short and long isoforms of the dopamine D2 receptor in embryonic striatal grafts: predominance of the short isoform.";142;"Rat"
1963;"Sirinathsinghji, DJ";1990,00;"Gene expression in striatal grafts--I. Cellular localization of neurotransmitter mRNAs.";11;"Rat"
1964;"Sizemore, RJ";2010,00;"Number and type of synapses on the distal dendrite of a rat striatal cholinergic interneuron: a quantitative, ultrastructural study.";27;"Rat"
1965;"Sklair, L";1990,00;"Target cell stimulation and inhibition of norepinephrine uptake in dissociated rat locus coeruleus cultures.";21;"Rat"
1966;"Skoff, RP";2001,00;"Hypoxic-ischemic injury results in acute disruption of myelin gene expression and death of oligodendroglial precursors in neonatal mice.";76;"Mouse"
1967;"Skofitsch, G";1985,00;"Calcitonin gene-related peptide: detailed immunohistochemical distribution in the central nervous system.";73;"Rat"
1968;"Snyder, AM";1986,00;"Sprouting of serotoninergic afferents into striatum after dopamine-depleting lesions in infant rats: a retrograde transport and immunocytochemical study.";12;"Rat"
1969;"Snyder-Keller, A";1998,00;"Stimulant-mediated c-fos induction in striatum as a function of age, sex, and prenatal cocaine exposure.";21;"Rat"
1970;"Soghomonian, JJ";1989,00;"Serotonin innervation in adult rat neostriatum. II. Ultrastructural features: a radioautographic and immunocytochemical study.";21;"Rat"
1971;"Sola, C";1993,00;"Differential regional and cellular distribution of beta-amyloid precursor protein messenger RNAs containing and lacking the Kunitz protease inhibitor domain in the brain of human, rat and mouse.";11;"Rat"
1972;"Sommer, W";1993,00;"Antisense oligonucleotide to c-fos induces ipsilateral rotational behaviour to d-amphetamine.";142;"Rat"
1973;"Song, S";2016,00;"Granulocyte-colony stimulating factor promotes brain repair following traumatic brain injury by recruitment of microglia and increasing neurotrophic factor expression.";196;"Mouse"
1974;"Sortwell, CE";2004,00;"An in vitro interval before transplantation of mesencephalic reaggregates does not compromise survival or functionality.";18;"Rat"
1975;"Specht, LA";1981,00;"Light-microscopic immunocytochemical localization of tyrosine hydroxylase in prenatal rat brain. II. Late ontogeny.";12;"Rat"
1976;"Standaert, DG";1996,00;"Expression of NMDAR2D glutamate receptor subunit mRNA in neurochemically identified interneurons in the rat neostriatum, neocortex and hippocampus.";21;"Rat"
1977;"Stavarache, MA";2018,00;"Safe and stable noninvasive focal gene delivery to the mammalian brain following focused ultrasound.";137;"Rat"
1978;"Stiene-Martin, A";1998,00;"Regional, developmental, and cell cycle-dependent differences in mu, delta, and kappa-opioid receptor expression among cultured mouse astrocytes.";33;"Mouse"
1979;"Stott, SR";2006,00;"Targeted in utero delivery of a retroviral vector for gene transfer in the rodent brain.";2;"Rat"
1980;"Straiko, MM";2007,00;"The effect of amphetamine analogs on cleaved microtubule-associated protein-tau formation in the rat brain.";11;"Rat"
1981;"Strauss, I";1997,00;"Histological and 1H magnetic resonance spectroscopic imaging analysis of quinolinic acid-induced damage to the rat striatum.";283;"Rat"
1982;"Strecker, RE";1987,00;"Autoregulation of dopamine release and metabolism by intrastriatal nigral grafts as revealed by intracerebral dialysis.";11;"Rat"
1983;"Stromberg, I";2005,00;"Blueberry- and spirulina-enriched diets enhance striatal dopamine recovery and induce a rapid, transient microglia activation after injury of the rat nigrostriatal dopamine system.";18;"Rat"
1984;"Stromberg, I";1993,00;"Glial cell line-derived neurotrophic factor is expressed in the developing but not adult striatum and stimulates developing dopamine neurons in vivo.";18;"Rat"
1985;"Stromberg, I";1985,00;"Chronic implants of chromaffin tissue into the dopamine-denervated striatum. Effects of NGF on graft survival, fiber growth and rotational behavior.";25;"Rat"
1986;"Sturrock, RR";1986,00;"A quantitative histological study of the indusium griseum and neostriatum in elderly mice.";27;"Mouse"
1987;"Suarez, LM";2016,00;"L-DOPA Oppositely Regulates Synaptic Strength and Spine Morphology in D1 and D2 Striatal Projection Neurons in Dyskinesia.";185;"Mouse"
1988;"Suarez, LM";2014,00;"L-DOPA treatment selectively restores spine density in dopamine receptor D2-expressing projection neurons in dyskinetic mice.";331;"Mouse"
1989;"Sugiura, S";2005,00;"Adenovirus-mediated gene transfer of heparin-binding epidermal growth factor-like growth factor enhances neurogenesis and angiogenesis after focal cerebral ischemia in rats.";269;"Rat"
1990;"Sumathi, T";2018,00;"Quinolinic Acid-Induced Huntington Disease-Like Symptoms Mitigated by Potent Free Radical Scavenger Edaravone-a Pilot Study on Neurobehavioral, Biochemical, and Histological Approach in Male Wistar Rats.";79;"Rat"
1991;"Sun, D";2010,00;"The effect of epidermal growth factor in the injured brain after trauma in rats.";135;"Rat"
1992;"Sun, JJ";2008,00;"[Proliferation of neural progenitor cells in the subventricular zone and around the hematoma after intracerebral hemorrhage in adult rat]. [Chinese]";;
1993;"Sun, JQ";2009,00;"[Neurogenesis in the subventricular zone of neonatal rats after ischemic brain injury]. [Chinese]";;
1994;"Sun, N";1993,00;"Intrinsic GABAergic neurons in the rat central extended amygdala.";12;"Rat"
1995;"Sun, YF";2001,00;"Effect of dopamine depletion on DARPP-32 protein in ischemic rat striatum.";332;"Rat"
1996;"Susick, LL";2014,00;"Postnatal ethanol exposure simplifies the dendritic morphology of medium spiny neurons independently of adenylyl cyclase 1 and 8 activity in mice.";9;"Mouse"
1997;"Svendsen, CN";1995,00;"Increased survival of rat EGF-generated CNS precursor cells using B27 supplemented medium.";25;"Rat"
1998;"Svenningsson, P";1997,00;"Cellular expression of adenosine A2A receptor messenger RNA in the rat central nervous system with special reference to dopamine innervated areas.";11;"Rat"
1999;"Svenningsson, P";1995,00;"Biphasic changes in locomotor behavior and in expression of mRNA for NGFI-A and NGFI-B in rat striatum following acute caffeine administration.";7;"Rat"
2000;"Szele, FG";1991,00;"Heterogeneous distribution of dopamine D2 receptor mRNA in the rat striatum: a quantitative analysis with in situ hybridization histochemistry.";146;"Rat"
2001;"Tagliaferro, P";2006,00;"Neuronal cytoskeleton and synaptic densities are altered after a chronic treatment with the cannabinoid receptor agonist WIN 55,212-2.";21;"Rat"
2002;"Tagliaferro, P";2006,00;"Morphometric study on cytoskeletal components of neuronal and astroglial cells after chronic CB1 agonist treatment.";333;
2003;"Tago, H";1992,00;"Butyrylcholinesterase-rich neurons in rat brain demonstrated by a sensitive histochemical method.";12;"Rat"
2004;"Takada, M";1993,00;"Widespread dopaminergic projections of the subparafascicular thalamic nucleus in the rat.";30;"Rat"
2005;"Takamatsu, Y";2010,00;"Treadmill running improves motor function and alters dendritic morphology in the striatum after collagenase-induced intracerebral hemorrhage in rats.";21;"Rat"
2006;"Takeuchi, Y";1991,00;"Serotonergic sprouting in the neostriatum after intrastriatal transplantation of fetal ventral mesencephalon.";21;"Rat"
2007;"Talavera, E";1997,00;"NADPH-diaphorase-stained neurons after experimental epilepsy in rats.";28;"Rat"
2008;"Tamakoshi, K";2014,00;"Motor skills training promotes motor functional recovery and induces synaptogenesis in the motor cortex and striatum after intracerebral hemorrhage in rats.";55;"Rat"
2009;"Tamaru, Y";2001,00;"Distribution of metabotropic glutamate receptor mGluR3 in the mouse CNS: differential location relative to pre- and postsynaptic sites.";11;"Mouse"
2010;"Tamas, A";2006,00;"Protective effects of PACAP in excitotoxic striatal lesion.";128;"Rat"
2011;"Tan, C";2015,00;"Short-, middle- and long-term safety of superparamagnetic iron oxide-labeled allogeneic bone marrow stromal cell transplantation in rat model of lacunar infarction.";119;"Rat"
2012;"Tanaka, K";2000,00;"Activated phosphorylation of cyclic AMP response element binding protein is associated with preservation of striatal neurons after focal cerebral ischemia in the rat.";11;"Rat"
2013;"Taneda, T";2007,00;"Specific regional distribution of protein arginine methyltransferase 8 (PRMT8) in the mouse brain.";21;"Mouse"
2014;"Tang, FM";1999,00;"Antagonistic effect of l-stepholidine on striatal ischemic injury in rat.";162;"Rat"
2015;"Tang, SK";2014,00;"Redirection of doublecortin-positive cell migration by over-expression of the chemokines MCP-1, MIP-1alpha and GRO-alpha in the adult rat brain.";11;"Rat"
2016;"Tao, J";2010,00;"Electroacupuncture improves neurological deficits and enhances proliferation and differentiation of endogenous nerve stem cells in rats with focal cerebral ischemia.";40;"Rat"
2017;"Teather, LA";2005,00;"Differential induction of c-Jun and Fos-like proteins in rat hippocampus and dorsal striatum after training in two water maze tasks.";280;"Rat"
2018;"Tenenbaum, L";2000,00;"Tropism of AAV-2 vectors for neurons of the globus pallidus.";142;"Rat"
2019;"Tennstaedt, A";2015,00;"In Vivo Fate Imaging of Intracerebral Stem Cell Grafts in Mouse Brain.";13;"Mouse"
2020;"Terada, H";1996,00;"Distribution of nitric oxide synthase-immunoreactive neurons in fetal rat brains at embryonic day 15 and day 19.";14;"Rat"
2021;"Terada, H";2001,00;"Ontogenesis of neurons immunoreactive for nitric oxide synthase in rat forebrain and midbrain.";21;"Rat"
2022;"Terpstra, BT";2007,00;"Increased cell suspension concentration augments the survival rate of grafted tyrosine hydroxylase immunoreactive neurons.";109;"Rat"
2023;"Testa, CM";1995,00;"Differential expression of mGluR5 metabotropic glutamate receptor mRNA by rat striatal neurons.";12;"Rat"
2024;"Theriault, E";1987,00;"Morphology of striatal neurons containing VIP-like immunoreactivity.";12;"Rat"
2025;"Thierry, M";2017,00;"Alzheimer's senile plaque as shown by microcryodissection, a new technique for dissociating tissue structures.";56;"Human"
